Molecule,SMILES,Force,Predicted Type,Result,BeginAtom,EndAtom
743-2,CC1(C)C2(/C=C/C3=C(Cl)C=C(N(C)C)C=C3)N(CC(C=C([N+]([O-])=O)C=C4OCC)=C4O2)C5=CC=C(C(OC)=O)C=C51,6.1,6,0,34,38
743-3,CC1(C)C2(/C=C/C3=C(Cl)C=C(N(C)C)C=C3)N(CC(C=C([N+]([O-])=O)C=C4OCC)=C4O2)C5=CC(C(OC)=O)=CC=C51,6.1,6,0,33,62
75-,CC(C(C=CC=C1)=C1N2CCOC(C)=O)(C)[C@@]32OC(C(OC(C)=O)=CC([N+]([O-])=O)=C4)=C4C=C3,3.1,6,1,37,49
771-2,O=C(C)OCCN1C2=CC=CC=C2C(C)(C)[C@]13OC(C(C=C(OC(C)=O)C(C(F)(F)F)=C4)=C4C=C5)=C5N=C3,4,6,1,40,52
776-,CC1(C)[C@@]2(OC(C(C(OC(C)=O)=CC=C3)=C3C4=C5C=CC=C4)=C5N=C2)N(CCOC(C)=O)C6=CC=CC=C61,3.8,6,1,39,53
777-,O=C(C)OCCN1C2=CC=CC=C2S[C@@]13OC(C(C(OC(C)=O)=CC(C(F)(F)F)=C4)=C4C5=C6C=CC=C5)=C6N=C3,3.4,6,1,31,45
778-,CC1(C)[C@@]2(OC(C(C(OC(C)=O)=CC=N3)=C3C4=C5C=CC=N4)=C5N=C2)N(CCOC(C)=O)C6=CC=CC=C61,3.6,6,1,39,52
783-2,CC(C(C=CC=C1)=C1N2CCOC(C)=O)(C)[C@]2(O3)C=CC4=C3C(OC(C5=C6C=CC=C5)=O)=C6C7=C4C=C(OC(C)=O)C=C7,5.2,6,0,49,67
786-2,CC1(C)[C@@]2(OC(C3=NC(C=C(OC(C)=O)C=C4)=C4S3)=CC([N+]([O-])=O)=C2)N(CCOC(C)=O)C5=CC=CC=C51,3.2,6,1,34,57
787-2,CC1(C)[C@@]2(OC(C3=NC(C4=CC(OC(C)=O)=CC=C4)=C(C5=CC=CC=C5)O3)=CC([N+]([O-])=O)=C2)N(CCOC(C)=O)C6=CC=CC=C61,2.8,6,1,34,73
787-3,CC1(C)[C@@]2(OC(C3=NC(C4=CC=C(OC(C)=O)C=C4)=C(C5=CC=CC=C5)O3)=CC([N+]([O-])=O)=C2)N(CCOC(C)=O)C6=CC=CC=C61,3.4,6,1,34,72
78i-,CC(C(C=CC=C1)=C1N2CCOC(C)=O)(C)[C@@]32OC(C(OC(C)=O)=CC=C4)=C4C=C3,3.6,6,1,33,50
79-,CC(C(C=CC=C1)=C1N2CCOC(C)=O)(C)[C@@]32OC(C(OC(C)=O)=CC(Br)=C4)=C4C=C3,3.4,6,1,33,49
79-2,CC(C(C=CC=C1)=C1N2CCOC(C)=O)(C)[C@]32OC(C(OC(C)=O)=CC(O)=C4)=C4C=C3,3.9,6,1,34,46
806-2,CC1(C)[C@@]2(OC(C(COC(NC3=CC=CC(CC4=CC=C(OC(C)=O)C(N=C=O)=C4)=C3)=O)=CC([N+]([O-])=O)=C5)=C5C=C2)N(CCOC(NCC6=CC(CC7=CC(N=C=O)=C(OCC)C=C7)=CC=C6)=O)C8=CC=CC=C81,2.8,6,1,86,96
813-2,CC1(C)[C@@]2(OC(C=C(C3=CC(OC4=C5C=CC(OCC)=C4)=C5C=C3)C=C6)=C6N=C2)N(CCOC(C)=O)C7=CC=CC=C71,5.5,6,1,40,66
814-2,CC1(C)[C@]2(OC(C=C(C3=CC(N(COC(C)=O)C4=C5C=CC=C4)=C5C=C3)C=C6)=C6N=C2)N(CCOC(C)=O)C7=CC=CC=C71,5.9,6,1,40,68
815-2,CC1(C)[C@@]2(OC(C=C(C3=CC(OC4=C5C(OCC)=CC=C4)=C5C=C3)C=C6)=C6N=C2)N(CCOC(C)=O)C7=CC=CC=C71,5.4,6,1,40,68
816-2,CC1(C)[C@@]2(OC(C=C(N3C(C=CC(OC(C)=O)=C4)=C4C5=C3C=CC=C5)C=C6)=C6N=C2)N(CCOC(C)=O)C7=CC=CC=C71,5.5,6,1,40,69
822-2,CC1(C)[C@@]2(OC(C(CCOC(C3=CC(C=C(OC(C)=O)C=C4)=C4C=C3)=O)=CC([N+]([O-])=O)=C5)=C5C=C2)N(CCOC(C6=CC(C=C(OC(C)=O)C=C7)=C7C=C6)=O)C8=CC=CC=C81,3,6,1,61,92
823-2,CC1(C)[C@]2(OC(C(OC(C)=O)=CC([N+]([O-])=O)=C3)=C3C=C2)N(CC4=CC=C(C=C(OC(C)=O)C=C5)C5=C4)C6=CC=CC=C61,2.3,6,1,38,68
con1,C[C@@]1(CC2=CC=C(COC)C=C2)C([C@](CC3=CC=C(COC)C=C3)(C)C1=O)=O,6.5,1,0,14,30
con2,C[C@@]1(CC2=CC=C(COC)C=C2)C([C@@](CC3=CC=C(COC)C=C3)(C)C1=O)=O,6.6,1,0,14,30
con3,CC(OC(C=C1)=CC=C1C#CC2=C(C=CC=C3)C3=C(C#CC4=CC=C(OC(C)=O)C=C4)C5=C2[C@@H]6C=C[C@H]5[C@H](C(N7CCOC(C)=O)=O)[C@@H]6C7=O)=O,6.2,2,0,22,75
con4,O=C(N1CCOC(C)=O)[C@H]2[C@H]3C4=CC(COC(C)=O)=CC=C4[C@@H]([C@H]2C1=O)C5=C3C=CC=C5,6.1,2,0,40,50
con5,O=C1N(CCOC(C)=O)C([C@@]2([H])[C@@H]3C=C(COC(C)=O)[C@@H](O3)[C@]21[H])=O,6.1,2,0,22,36
con6,CC[C@@H]1[C@H](CC)O1,6.2,4,0,8,10
con7,FC1=CC(OC(C)=O)=CC=C1[C@@](C=C2)(C3=CC=CC=C3)OC4=C2C5=CC(OCCOC(C)=O)=CC=C5C=C4,6.1,6,0,43,58
con8,FC1=CC(OC(C)=O)=CC=C1[C@](C=C2)(C3=CC=CC=C3)OC4=C2C5=CC=C(OCCOC(C)=O)C=C5C=C4,6.1,6,0,42,50
